,exog,endog,probabilities
25355,"[1, 0, 9, 0, 20, 27, 30, 33, 32, 18, 0, 0, 24, 17]",0,0.0050301105
7579,"[0, 0, 12, 0, 21, 29, 27, 18, 33, 26, 26, 27, 15, 31, 0, 18, 7]",0,0.0050280155
11455,"[0, 0, 8, 1, 29, 32, 18, 21, 1, 32, 19, 24, 18]",0,0.0050275624
23936,"[1, 0, 7, 1, 17, 7, 1, 0, 0, 33, 29, 26]",0,0.0050274716
1002,"[0, 0, 11, 1, 12, 28, 24, 30, 29, 29, 31, 1, 31, 26, 9, 24]",0,0.0050236713
32017,"[1, 0, 10, 0, 11, 31, 18, 27, 8, 8, 33, 32, 18, 26, 4]",0,0.0050234995
10518,"[0, 0, 5, 0, 7, 28, 32, 29, 1, 3]",0,0.005021169
1619,"[0, 0, 8, 0, 4, 32, 31, 22, 7, 17, 16, 11, 9]",0,0.005021088
31514,"[0, 0, 8, 0, 10, 30, 9, 31, 19, 33, 1, 10, 15]",0,0.0050202566
34989,"[1, 0, 6, 0, 20, 29, 9, 9, 32, 7, 10]",0,0.005016821
19413,"[1, 1, 7, 0, 15, 29, 31, 18, 18, 16, 10, 33]",0,0.005013185
28149,"[0, 0, 6, 0, 2, 8, 27, 10, 8, 33, 19]",0,0.0050126044
1838,"[0, 0, 5, 0, 6, 29, 31, 33, 10, 11]",0,0.0050123525
12736,"[1, 0, 2, 0, 5, 17, 10]",0,0.0050095376
22327,"[0, 1, 5, 0, 21, 30, 29, 18, 24, 8]",0,0.005009376
35680,"[0, 0, 10, 0, 13, 29, 28, 27, 32, 29, 16, 7, 30, 32, 6]",0,0.0050072707
17813,"[0, 1, 9, 0, 12, 9, 26, 28, 31, 4, 10, 30, 30, 29]",0,0.0050064963
26983,"[1, 0, 12, 0, 5, 18, 30, 19, 27, 24, 28, 33, 29, 9, 33, 25, 1]",0,0.00500595
11908,"[0, 1, 7, 0, 29, 32, 8, 1, 16, 0, 5, 14]",0,0.0049995887
31218,"[1, 1, 7, 0, 29, 0, 28, 8, 7, 27, 0, 3]",0,0.0049988255
359,"[1, 0, 5, 0, 19, 10, 32, 32, 24, 29]",0,0.004998733
33908,"[0, 0, 5, 0, 4, 25, 29, 13, 27, 7]",0,0.004998351
32324,"[0, 0, 5, 0, 27, 8, 1, 27, 20, 30]",0,0.0049982467
879,"[0, 0, 8, 0, 25, 16, 24, 12, 10, 27, 28, 32, 17]",0,0.0049974495
14919,"[0, 1, 10, 0, 27, 30, 29, 7, 1, 20, 18, 0, 10, 27, 16]",0,0.0049973833
11136,"[0, 0, 6, 0, 30, 0, 32, 10, 1, 31, 6]",0,0.0049951244
1327,"[1, 0, 7, 0, 23, 0, 9, 10, 31, 16, 19, 32]",0,0.004995098
14124,"[1, 0, 9, 0, 13, 17, 28, 0, 17, 29, 26, 7, 23, 19]",0,0.0049947454
28547,"[1, 1, 9, 0, 2, 33, 25, 18, 17, 29, 15, 8, 7, 27]",0,0.0049907416
2550,"[1, 0, 6, 0, 10, 25, 1, 33, 18, 31, 15]",0,0.0049860347
3157,"[1, 0, 7, 0, 29, 27, 26, 0, 32, 33, 20, 30]",0,0.00498515
2923,"[0, 0, 6, 0, 22, 17, 33, 20, 18, 19, 28]",0,0.004983816
28304,"[1, 0, 7, 0, 14, 27, 31, 18, 33, 28, 3, 29]",0,0.004981804
8473,"[0, 0, 5, 0, 27, 31, 9, 6, 33, 30]",0,0.004979226
13258,"[1, 0, 10, 0, 19, 30, 26, 29, 31, 33, 28, 7, 10, 12, 9]",0,0.0049791764
19624,"[0, 0, 8, 0, 31, 29, 27, 8, 1, 33, 9, 12, 32]",0,0.004978243
8357,"[0, 1, 8, 0, 31, 9, 30, 27, 26, 33, 8, 1, 6]",0,0.0049780756
25300,"[0, 0, 7, 0, 18, 28, 32, 1, 6, 22, 27, 27]",0,0.0049777683
20596,"[0, 0, 12, 0, 4, 8, 28, 32, 30, 8, 17, 11, 9, 16, 28, 14, 7]",0,0.004977473
1650,"[1, 0, 7, 0, 8, 18, 29, 33, 31, 15, 29, 12]",0,0.004977369
3368,"[0, 0, 5, 0, 18, 29, 26, 33, 8, 13]",0,0.004975202
18555,"[0, 0, 7, 0, 24, 17, 0, 9, 27, 32, 33, 32]",0,0.0049750414
16943,"[0, 1, 10, 0, 2, 29, 32, 31, 27, 32, 0, 26, 18, 31, 25]",0,0.0049738334
37842,"[1, 0, 5, 1, 8, 17, 32, 29, 21, 7]",0,0.004972309
650,"[0, 1, 3, 0, 13, 29, 30, 18]",0,0.0049698935
6093,"[1, 0, 10, 0, 18, 27, 17, 8, 32, 31, 0, 1, 17, 0, 9]",0,0.0049697147
10594,"[0, 1, 7, 0, 29, 29, 8, 31, 31, 27, 20, 21]",0,0.004968413
13143,"[1, 0, 5, 1, 26, 26, 29, 31, 30, 11]",0,0.0049671046
25598,"[0, 0, 10, 0, 5, 30, 31, 26, 28, 33, 29, 29, 13, 2, 19]",0,0.0049666525
885,"[0, 1, 8, 0, 19, 32, 31, 33, 27, 28, 25, 11, 31]",0,0.0049658394
25700,"[1, 0, 11, 0, 15, 29, 10, 7, 28, 28, 26, 16, 16, 30, 9, 14]",0,0.0049654343
21191,"[1, 0, 9, 0, 16, 30, 27, 31, 6, 1, 17, 30, 23, 19]",0,0.004965149
2673,"[0, 0, 10, 0, 20, 30, 30, 9, 9, 19, 29, 19, 24, 18, 26]",0,0.004965088
9849,"[0, 0, 4, 0, 8, 29, 24, 29, 17]",0,0.004965088
14600,"[0, 1, 11, 0, 12, 28, 27, 9, 32, 10, 19, 18, 16, 8, 7, 25]",0,0.0049614636
30629,"[0, 0, 14, 0, 12, 7, 9, 8, 17, 11, 29, 30, 29, 10, 27, 1, 1, 28, 28]",0,0.004960616
33118,"[1, 0, 5, 0, 31, 30, 26, 20, 11, 18]",0,0.004960131
19447,"[0, 1, 11, 0, 7, 29, 28, 32, 33, 17, 0, 27, 6, 19, 10, 18]",0,0.0049577667
8124,"[0, 0, 10, 0, 29, 28, 17, 8, 31, 25, 26, 19, 1, 31, 7]",0,0.0049577127
23299,"[0, 0, 10, 0, 6, 18, 29, 28, 27, 32, 33, 21, 1, 0, 0]",0,0.0049575293
8648,"[0, 1, 11, 0, 7, 29, 29, 22, 26, 30, 31, 32, 9, 25, 8, 15]",0,0.004956821
35468,"[0, 0, 2, 0, 6, 18, 16]",0,0.0049558054
34044,"[1, 0, 10, 0, 3, 18, 26, 1, 10, 33, 3, 0, 0, 17, 30]",0,0.004954914
2545,"[0, 1, 5, 0, 13, 7, 8, 9, 8, 8]",0,0.004954444
12718,"[0, 0, 3, 0, 33, 27, 9, 7]",0,0.004954237
6348,"[1, 0, 8, 0, 30, 9, 29, 28, 32, 31, 26, 12, 4]",0,0.0049537155
4719,"[1, 0, 10, 0, 1, 8, 17, 17, 28, 0, 33, 5, 31, 26, 18]",0,0.0049531227
5449,"[1, 0, 6, 0, 33, 0, 33, 16, 1, 0, 18]",0,0.0049529257
11144,"[0, 0, 3, 0, 10, 8, 29, 1]",0,0.0049522533
6163,"[1, 1, 8, 0, 18, 33, 10, 32, 2, 20, 29, 26, 17]",0,0.0049517835
33022,"[1, 0, 7, 0, 7, 27, 18, 33, 0, 7, 16, 10]",0,0.0049514263
38965,"[0, 1, 8, 1, 27, 18, 29, 3, 19, 32, 16, 0, 27]",0,0.0049503273
31831,"[0, 0, 9, 0, 30, 29, 32, 26, 30, 30, 16, 24, 11, 18]",0,0.0049500074
38675,"[0, 0, 12, 0, 15, 30, 27, 33, 31, 32, 20, 33, 10, 18, 9, 27, 10]",0,0.00494773
4622,"[0, 1, 9, 0, 20, 28, 18, 18, 11, 31, 9, 0, 9, 25]",0,0.004946805
35188,"[1, 1, 7, 0, 32, 30, 31, 27, 2, 7, 26, 17]",0,0.004946148
30458,"[1, 0, 6, 0, 12, 30, 2, 6, 19, 29, 31]",0,0.0049436702
5924,"[0, 0, 11, 0, 0, 31, 28, 33, 13, 25, 26, 18, 18, 10, 9, 30]",0,0.0049432996
35191,"[1, 0, 7, 0, 20, 31, 30, 26, 1, 10, 15, 29]",0,0.0049424064
13620,"[0, 0, 13, 0, 15, 27, 33, 18, 11, 8, 17, 30, 2, 0, 31, 28, 21, 8]",0,0.0049417075
6778,"[0, 0, 3, 0, 6, 26, 18, 18]",0,0.0049416744
27577,"[0, 0, 7, 0, 28, 8, 28, 16, 29, 32, 23, 19]",0,0.0049376315
21604,"[1, 0, 9, 0, 18, 27, 32, 31, 25, 16, 13, 13, 2, 26]",0,0.004937095
38454,"[0, 0, 6, 0, 5, 31, 32, 16, 5, 28, 13]",0,0.004933814
39515,"[1, 0, 4, 0, 6, 17, 0, 33, 1]",0,0.0049333856
6239,"[1, 0, 7, 0, 33, 18, 0, 28, 30, 7, 30, 22]",0,0.0049330043
32644,"[1, 1, 9, 0, 32, 29, 17, 28, 27, 9, 33, 26, 12, 10]",0,0.0049301633
9582,"[1, 0, 10, 1, 28, 26, 30, 27, 7, 9, 12, 17, 18, 21, 28]",0,0.004927652
38894,"[1, 0, 9, 0, 11, 33, 6, 18, 29, 3, 17, 27, 17, 25]",0,0.004927598
9561,"[0, 0, 12, 0, 26, 33, 26, 31, 9, 6, 25, 17, 4, 27, 32, 19, 19]",0,0.0049251923
25281,"[0, 0, 9, 0, 11, 29, 32, 28, 1, 17, 13, 10, 17, 19]",0,0.0049244636
23740,"[1, 0, 9, 0, 13, 7, 26, 25, 7, 27, 29, 28, 2, 26]",0,0.0049241036
2,"[1, 0, 7, 0, 3, 18, 28, 2, 31, 7, 30, 19]",0,0.0049239635
2506,"[1, 0, 8, 1, 14, 9, 29, 33, 30, 25, 19, 11, 27]",0,0.0049237623
34473,"[0, 0, 12, 0, 6, 26, 32, 11, 27, 31, 31, 0, 22, 0, 29, 29, 15]",0,0.0049234144
906,"[0, 0, 7, 0, 15, 30, 8, 27, 25, 31, 2, 10]",0,0.004923319
20604,"[1, 0, 8, 0, 0, 30, 9, 27, 29, 20, 24, 29, 7]",1,0.00492323
15070,"[1, 1, 6, 0, 10, 17, 28, 7, 31, 10, 9]",0,0.004923085
5914,"[0, 0, 6, 0, 30, 18, 33, 19, 9, 25, 10]",0,0.004920694
26390,"[0, 0, 3, 0, 20, 30, 25, 7]",0,0.0049175285
13066,"[0, 1, 12, 0, 30, 29, 18, 20, 26, 16, 32, 30, 18, 4, 16, 8, 17]",0,0.0049169455
23260,"[0, 0, 11, 0, 16, 18, 27, 8, 9, 27, 0, 33, 33, 29, 0, 3]",0,0.004916768
14964,"[1, 0, 1, 0, 4, 8]",0,0.004914459
24667,"[0, 0, 11, 0, 32, 32, 30, 29, 17, 9, 10, 1, 25, 25, 1, 7]",0,0.004914389
18260,"[1, 0, 2, 0, 5, 27, 29]",0,0.004913354
3795,"[0, 0, 6, 0, 30, 32, 9, 8, 27, 20, 26]",0,0.004910823
35548,"[0, 0, 8, 0, 22, 18, 31, 9, 0, 10, 5, 32, 25]",0,0.0049107806
22500,"[0, 0, 8, 0, 21, 27, 17, 4, 30, 20, 33, 9, 1]",0,0.0049107154
36864,"[0, 0, 7, 0, 24, 28, 29, 32, 33, 20, 24, 8]",0,0.004909259
26841,"[0, 0, 7, 0, 6, 27, 29, 26, 28, 20, 31, 13]",0,0.0049084513
21367,"[0, 0, 5, 0, 8, 20, 13, 9, 27, 30]",1,0.0049069095
21438,"[0, 0, 6, 0, 9, 28, 17, 9, 8, 32, 24]",0,0.004906423
12693,"[1, 0, 7, 0, 15, 30, 26, 17, 16, 7, 18, 33]",0,0.004903809
26529,"[1, 0, 7, 0, 5, 30, 33, 25, 24, 28, 19, 32]",0,0.0049037323
24395,"[0, 0, 6, 0, 18, 30, 31, 2, 23, 10, 31]",0,0.0049037207
19855,"[1, 0, 8, 0, 22, 32, 31, 28, 31, 16, 14, 0, 7]",0,0.004903095
25109,"[0, 0, 7, 0, 2, 0, 17, 15, 33, 7, 31, 26]",0,0.004901857
34232,"[1, 1, 8, 0, 26, 32, 31, 17, 25, 23, 30, 28, 18]",0,0.004900511
32076,"[0, 1, 10, 0, 17, 29, 27, 31, 7, 22, 30, 32, 27, 16, 31]",0,0.004900004
22958,"[0, 0, 5, 0, 11, 29, 32, 28, 17, 6]",0,0.0048981044
38758,"[1, 0, 9, 0, 13, 32, 27, 33, 7, 18, 0, 0, 11, 8]",0,0.004897935
36626,"[0, 0, 5, 0, 9, 31, 12, 6, 8, 32]",0,0.0048972773
30540,"[1, 0, 8, 0, 17, 18, 24, 29, 23, 33, 32, 33, 29]",0,0.0048961644
17961,"[0, 0, 5, 0, 32, 26, 18, 31, 0, 13]",0,0.004887458
35038,"[1, 1, 6, 0, 5, 29, 30, 25, 28, 24, 32]",0,0.0048852297
27948,"[0, 0, 6, 0, 17, 18, 32, 1, 20, 9, 12]",0,0.0048839455
34444,"[0, 0, 7, 0, 3, 27, 32, 28, 0, 1, 24, 17]",0,0.004883607
27121,"[0, 1, 5, 0, 0, 29, 30, 26, 13, 10]",0,0.004881464
20744,"[1, 0, 5, 0, 33, 8, 28, 6, 32, 30]",0,0.0048803505
296,"[1, 0, 7, 0, 23, 1, 25, 31, 26, 8, 17, 5]",0,0.0048800954
33007,"[0, 0, 5, 0, 32, 17, 32, 29, 1, 3]",0,0.0048781526
3400,"[0, 0, 12, 0, 9, 17, 17, 30, 25, 29, 0, 0, 3, 33, 31, 0, 8]",0,0.0048777713
34354,"[1, 0, 1, 0, 11, 29]",0,0.0048770765
36375,"[0, 0, 7, 0, 16, 33, 26, 19, 7, 22, 26, 25]",0,0.0048759193
9686,"[1, 1, 2, 0, 23, 29, 33]",0,0.0048742355
13313,"[1, 1, 12, 0, 5, 0, 30, 26, 30, 31, 17, 17, 16, 10, 9, 28, 5]",0,0.004872275
12687,"[1, 1, 12, 0, 20, 33, 17, 8, 26, 18, 29, 15, 17, 27, 28, 26, 6]",0,0.004871699
2803,"[1, 1, 6, 0, 8, 26, 7, 22, 17, 30, 18]",0,0.0048698895
10566,"[0, 0, 5, 0, 30, 17, 30, 29, 5, 24]",0,0.0048696008
14484,"[0, 0, 6, 0, 15, 28, 25, 0, 8, 18, 15]",0,0.0048666555
21419,"[0, 0, 4, 0, 10, 17, 30, 0, 2]",0,0.0048663574
38416,"[0, 0, 8, 1, 28, 18, 28, 33, 31, 32, 31, 21, 30]",0,0.0048661656
27586,"[1, 0, 1, 0, 23, 31]",0,0.0048660776
30794,"[0, 0, 13, 1, 15, 30, 18, 17, 29, 30, 8, 7, 10, 13, 33, 33, 16, 27]",0,0.004864097
10672,"[1, 0, 5, 0, 20, 17, 1, 0, 18, 18]",0,0.004863945
10348,"[1, 1, 7, 0, 9, 29, 27, 28, 32, 31, 17, 12]",0,0.004863679
28091,"[1, 0, 14, 0, 31, 30, 8, 29, 18, 19, 21, 27, 1, 25, 17, 28, 10, 17, 9]",0,0.0048624077
11599,"[0, 0, 8, 0, 13, 28, 33, 31, 2, 7, 12, 10, 17]",0,0.0048623895
4656,"[1, 0, 11, 1, 18, 30, 31, 9, 0, 28, 29, 26, 0, 24, 33, 29]",0,0.0048622373
29427,"[1, 0, 3, 0, 14, 27, 28, 18]",0,0.004861148
7521,"[1, 1, 4, 0, 6, 27, 17, 26, 4]",0,0.0048607676
39487,"[0, 0, 7, 0, 29, 30, 26, 7, 20, 5, 28, 7]",0,0.0048600617
4582,"[1, 0, 7, 0, 10, 31, 9, 33, 9, 13, 16, 19]",0,0.0048596556
38774,"[1, 0, 11, 0, 30, 26, 31, 26, 10, 1, 7, 15, 8, 17, 28, 9]",0,0.00485964
8437,"[0, 0, 7, 1, 25, 0, 31, 19, 24, 29, 29, 9]",0,0.004859478
28225,"[1, 1, 9, 0, 2, 0, 28, 29, 30, 33, 32, 19, 6, 32]",0,0.004859222
374,"[1, 0, 13, 0, 12, 30, 17, 0, 26, 32, 31, 1, 33, 12, 29, 28, 9, 18]",0,0.004858344
14495,"[1, 0, 7, 0, 3, 8, 18, 31, 30, 16, 24, 23]",0,0.0048559327
12000,"[1, 0, 8, 0, 7, 27, 29, 0, 26, 8, 24, 3, 27]",0,0.004855855
16255,"[1, 0, 7, 0, 20, 27, 31, 33, 29, 9, 33, 11]",0,0.0048555136
12938,"[1, 0, 9, 0, 20, 29, 27, 28, 33, 30, 9, 26, 31, 14]",0,0.004854855
12254,"[0, 0, 3, 0, 31, 1, 30, 18]",0,0.00485453
12901,"[0, 1, 9, 0, 11, 29, 28, 1, 25, 27, 10, 1, 26, 9]",0,0.0048540877
9823,"[1, 1, 5, 0, 33, 29, 31, 10, 12, 9]",0,0.004853192
39262,"[1, 0, 10, 0, 8, 29, 33, 26, 27, 16, 30, 31, 5, 4, 28]",0,0.004851833
10538,"[0, 1, 8, 0, 1, 10, 6, 16, 17, 13, 10, 18, 18]",0,0.0048514074
19607,"[1, 0, 9, 0, 6, 27, 18, 30, 8, 21, 31, 33, 29, 3]",0,0.0048513683
3820,"[1, 1, 11, 0, 32, 30, 29, 31, 9, 15, 17, 18, 17, 31, 26, 24]",0,0.004851131
1733,"[1, 0, 4, 0, 2, 26, 0, 28, 7]",0,0.0048497687
32652,"[1, 0, 10, 0, 6, 27, 26, 18, 27, 17, 18, 8, 0, 32, 24]",0,0.0048485794
9728,"[1, 1, 11, 0, 17, 30, 27, 31, 32, 29, 10, 0, 9, 16, 25, 1]",0,0.0048479023
35847,"[1, 0, 10, 0, 9, 33, 27, 27, 7, 25, 0, 30, 2, 19, 27]",0,0.0048478334
821,"[1, 1, 5, 0, 22, 28, 31, 19, 2, 9]",0,0.0048473687
35650,"[1, 0, 13, 0, 3, 30, 26, 26, 25, 19, 20, 1, 0, 8, 29, 26, 9, 9]",0,0.0048472355
9218,"[0, 1, 1, 0, 12, 8]",0,0.0048463843
394,"[1, 0, 7, 0, 6, 27, 30, 29, 32, 11, 1, 31]",0,0.0048460555
38497,"[0, 1, 13, 0, 2, 29, 8, 28, 26, 0, 32, 24, 6, 29, 29, 9, 30, 30]",0,0.004845787
22072,"[1, 0, 11, 0, 25, 30, 27, 31, 13, 0, 19, 31, 16, 28, 29, 6]",0,0.004844435
21365,"[1, 1, 7, 0, 28, 17, 8, 0, 31, 26, 27, 12]",0,0.0048424904
32899,"[0, 0, 5, 0, 23, 29, 28, 31, 27, 4]",0,0.0048422376
31786,"[1, 1, 6, 0, 14, 28, 32, 10, 6, 31, 13]",0,0.004841286
27735,"[0, 0, 3, 0, 22, 28, 29, 18]",0,0.0048412173
15917,"[0, 0, 7, 0, 26, 27, 19, 28, 0, 17, 5, 16]",0,0.004840811
9251,"[1, 0, 5, 0, 2, 27, 26, 33, 26, 24]",0,0.004840239
38099,"[0, 0, 6, 0, 8, 32, 31, 17, 29, 6, 26]",0,0.004839332
36115,"[1, 0, 7, 0, 19, 29, 33, 31, 15, 26, 15, 0]",0,0.0048389714
19348,"[0, 0, 7, 0, 10, 18, 26, 7, 4, 1, 1, 30]",0,0.00483783
20270,"[1, 0, 9, 0, 18, 0, 27, 27, 32, 8, 8, 7, 17, 22]",0,0.0048365397
33896,"[1, 0, 3, 0, 33, 30, 19, 18]",0,0.0048363544
233,"[1, 0, 14, 0, 1, 30, 19, 25, 17, 30, 5, 6, 12, 0, 8, 18, 31, 29, 29]",0,0.004833408
12793,"[1, 1, 6, 0, 22, 30, 9, 28, 25, 22, 0]",0,0.00483217
7116,"[1, 1, 5, 1, 8, 9, 33, 31, 3, 0]",0,0.004831326
19957,"[1, 0, 5, 0, 10, 8, 29, 29, 7, 14]",0,0.0048302556
40454,"[0, 1, 11, 0, 0, 26, 17, 33, 31, 18, 25, 11, 16, 32, 10, 31]",0,0.0048300056
16078,"[1, 0, 8, 0, 15, 30, 32, 0, 29, 1, 9, 4, 32]",0,0.0048265327
41992,"[1, 0, 2, 0, 5, 31, 16]",0,0.0048256028
11992,"[1, 0, 4, 0, 19, 8, 0, 32, 29]",0,0.0048243664
22200,"[1, 1, 1, 0, 11, 29]",0,0.004821908
35533,"[1, 1, 1, 0, 11, 29]",0,0.004821908
32978,"[1, 0, 9, 0, 20, 27, 32, 31, 18, 15, 2, 9, 31, 30]",0,0.004820014
15258,"[1, 0, 8, 0, 21, 27, 26, 18, 19, 7, 31, 1, 18]",0,0.0048184907
25320,"[0, 0, 8, 0, 3, 31, 27, 17, 27, 8, 26, 7, 2]",0,0.004817252
9531,"[0, 0, 10, 0, 33, 0, 27, 31, 32, 26, 32, 26, 18, 22, 22]",0,0.0048158113
6290,"[1, 0, 9, 1, 8, 17, 32, 28, 31, 23, 27, 27, 28, 18]",0,0.004815702
23353,"[1, 0, 9, 0, 26, 30, 31, 32, 28, 19, 17, 16, 30, 24]",0,0.004814813
28535,"[0, 0, 8, 0, 14, 8, 28, 8, 27, 25, 5, 26, 10]",0,0.00481339
37994,"[0, 1, 6, 0, 13, 28, 30, 29, 19, 32, 25]",0,0.004812892
17758,"[0, 0, 8, 0, 2, 28, 29, 32, 0, 18, 17, 13, 33]",0,0.004809086
4258,"[1, 0, 8, 0, 17, 29, 27, 31, 4, 31, 25, 18, 11]",0,0.004808833
21087,"[1, 1, 8, 0, 22, 30, 17, 33, 31, 1, 10, 7, 25]",0,0.0048085405
15860,"[1, 0, 6, 0, 13, 27, 30, 17, 5, 33, 28]",0,0.004808331
16667,"[0, 0, 7, 0, 7, 32, 10, 33, 32, 15, 16, 31]",0,0.0048061456
9616,"[0, 0, 6, 0, 9, 30, 26, 28, 32, 22, 23]",0,0.004806004
28473,"[0, 1, 7, 0, 9, 17, 28, 33, 9, 32, 31, 14]",0,0.004805028
1919,"[0, 0, 7, 0, 12, 26, 27, 32, 20, 10, 0, 2]",0,0.0048046266
34679,"[1, 0, 7, 0, 31, 8, 29, 31, 33, 15, 26, 18]",0,0.004804166
20461,"[1, 0, 8, 0, 7, 32, 0, 19, 12, 9, 1, 18, 33]",0,0.004804038
34752,"[0, 0, 8, 0, 9, 17, 30, 33, 18, 20, 1, 3, 25]",0,0.004802894
712,"[0, 0, 11, 0, 1, 32, 27, 31, 16, 1, 8, 8, 8, 31, 33, 2]",0,0.004802456
16810,"[1, 0, 9, 0, 11, 27, 31, 17, 9, 3, 25, 26, 10, 30]",0,0.004801718
34636,"[0, 0, 1, 0, 23, 10]",0,0.00480059
40782,"[1, 0, 10, 0, 11, 26, 19, 27, 26, 16, 33, 18, 2, 1, 29]",0,0.0048004603
801,"[0, 0, 8, 0, 19, 30, 0, 1, 7, 23, 17, 27, 32]",0,0.004799816
2541,"[0, 1, 11, 0, 10, 30, 32, 27, 26, 10, 24, 31, 8, 9, 5, 7]",0,0.004799176
29166,"[0, 0, 9, 0, 22, 27, 32, 19, 17, 30, 26, 7, 13, 18]",0,0.004799162
22564,"[0, 0, 7, 1, 0, 26, 28, 27, 32, 18, 19, 4]",0,0.0047971536
18412,"[1, 0, 3, 0, 17, 29, 33, 18]",0,0.004797104
17276,"[0, 0, 8, 1, 33, 19, 25, 7, 33, 20, 16, 33, 9]",0,0.0047969692
33380,"[0, 0, 5, 0, 19, 29, 0, 32, 9, 11]",0,0.0047956603
12109,"[1, 0, 7, 0, 15, 30, 0, 19, 7, 27, 32, 22]",0,0.004795117
32251,"[1, 0, 9, 0, 12, 29, 7, 25, 0, 31, 26, 11, 9, 0]",0,0.0047902204
35368,"[1, 0, 9, 1, 22, 27, 18, 1, 15, 27, 33, 28, 29, 30]",0,0.0047882064
33084,"[1, 0, 6, 0, 26, 17, 28, 9, 11, 9, 25]",0,0.0047859303
10992,"[0, 0, 9, 0, 13, 27, 28, 10, 26, 19, 23, 0, 0, 30]",0,0.004785576
19907,"[1, 0, 9, 0, 21, 28, 18, 28, 33, 0, 17, 19, 20, 19]",0,0.004785313
25827,"[1, 0, 10, 0, 10, 30, 7, 1, 9, 28, 33, 2, 12, 7, 29]",0,0.004785201
36201,"[0, 1, 8, 0, 23, 31, 31, 32, 17, 30, 27, 1, 4]",0,0.0047778697
16041,"[0, 0, 8, 0, 25, 29, 31, 33, 19, 32, 18, 30, 12]",0,0.0047770217
10030,"[1, 0, 10, 0, 18, 27, 26, 7, 5, 27, 26, 31, 16, 29, 0]",0,0.0047767092
29857,"[0, 0, 8, 0, 19, 8, 31, 28, 16, 27, 13, 20, 0]",0,0.004776138
21179,"[0, 1, 4, 1, 17, 30, 31, 33, 15]",0,0.0047752447
33202,"[1, 0, 8, 0, 29, 28, 31, 29, 10, 23, 26, 21, 17]",0,0.0047746603
41039,"[0, 0, 5, 0, 21, 27, 33, 19, 9, 1]",0,0.0047739535
7067,"[0, 0, 12, 0, 28, 31, 9, 0, 18, 29, 22, 26, 30, 17, 18, 8, 32]",0,0.004773577
30969,"[1, 1, 6, 1, 5, 19, 33, 31, 10, 32, 2]",0,0.0047733462
29373,"[0, 0, 10, 0, 31, 31, 27, 33, 33, 10, 21, 9, 33, 26, 32]",0,0.0047724675
38855,"[1, 0, 9, 0, 29, 8, 1, 25, 31, 7, 32, 16, 30, 21]",0,0.004772454
19295,"[1, 0, 2, 0, 22, 8, 10]",0,0.004771113
3194,"[0, 0, 6, 0, 10, 30, 30, 25, 18, 20, 2]",0,0.0047710813
19175,"[0, 0, 7, 0, 14, 26, 31, 19, 1, 23, 29, 8]",0,0.0047703483
1612,"[1, 0, 10, 0, 19, 17, 30, 31, 6, 29, 13, 8, 16, 10, 18]",0,0.004769945
33345,"[0, 0, 8, 0, 18, 32, 26, 7, 27, 27, 17, 9, 5]",0,0.0047685057
18600,"[1, 0, 5, 0, 8, 29, 11, 1, 33, 30]",0,0.004768273
2694,"[1, 0, 7, 0, 1, 29, 33, 26, 31, 30, 24, 7]",0,0.0047670123
19053,"[1, 0, 8, 0, 21, 33, 32, 28, 10, 9, 20, 18, 28]",0,0.004766135
8373,"[0, 1, 9, 0, 8, 9, 28, 29, 12, 33, 23, 0, 18, 30]",0,0.0047649746
21636,"[0, 0, 9, 0, 21, 30, 9, 31, 1, 18, 19, 15, 0, 7]",0,0.0047648163
37078,"[0, 0, 5, 0, 14, 32, 1, 7, 0, 7]",0,0.0047634984
35166,"[0, 0, 8, 0, 31, 27, 31, 16, 18, 17, 18, 12, 7]",0,0.0047627725
16919,"[1, 0, 4, 0, 14, 18, 25, 17, 10]",0,0.004759415
9817,"[0, 0, 7, 0, 7, 8, 33, 27, 30, 1, 31, 2]",0,0.004757471
12936,"[0, 1, 12, 0, 25, 29, 17, 25, 1, 32, 32, 10, 18, 21, 29, 23, 30]",0,0.0047573126
17597,"[0, 0, 5, 0, 6, 30, 18, 19, 29, 24]",0,0.0047567254
10377,"[0, 0, 9, 0, 29, 0, 28, 31, 27, 7, 10, 32, 26, 14]",0,0.004756624
11557,"[2, 1, 7, 0, 31, 29, 0, 0, 29, 19, 32, 24]",0,0.004756328
12357,"[0, 0, 7, 0, 9, 0, 30, 28, 29, 31, 11, 32]",0,0.004756161
38949,"[1, 1, 6, 0, 9, 29, 30, 19, 25, 24, 16]",0,0.0047528627
40093,"[0, 0, 9, 0, 24, 17, 30, 32, 33, 14, 26, 0, 28, 25]",0,0.0047521
11834,"[0, 0, 5, 0, 23, 30, 9, 27, 31, 32]",0,0.0047515477
20568,"[1, 0, 9, 0, 13, 27, 30, 31, 28, 30, 17, 30, 15, 7]",0,0.0047498546
10928,"[0, 1, 5, 0, 29, 33, 28, 19, 6, 22]",0,0.004749661
9263,"[0, 0, 5, 0, 32, 30, 26, 28, 31, 6]",0,0.0047480674
7550,"[0, 1, 9, 0, 32, 30, 17, 10, 16, 9, 0, 1, 0, 1]",0,0.004747565
25359,"[1, 0, 9, 0, 4, 25, 4, 28, 30, 32, 19, 1, 18, 14]",0,0.004746071
41299,"[1, 0, 8, 1, 4, 27, 31, 29, 20, 27, 8, 33, 6]",0,0.00474556
